"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-22","8.72",,"0.00","0.0","0.0","64","81","48","  300","  300",,"31.1","40.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-23","8.28",,"0.00","0.0","0.0","65","82","47","   40","   20",,"21.0","29.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-24","6.49",,"0.00","0.0","0.0","68","86","52","  140","  120",,"25.1","36.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-25","9.62",,"0.00","0.0","0.0","71","91","54","   80","   80",,"21.0","25.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-26","10.51",,"0.00","0.0","0.0","74","94","55","  180","  170",,"25.9","35.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-27","13.87",,"0.00","0.0","0.0","74","87","57","   30","  150",,"28.0","42.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-28","11.63",,"0.09","0.0","0.0","62","70","51","  270","  250",,"35.1","44.1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-29","9.84",,"0.00","0.0","0.0","61","78","46","  330","  330",,"19.9","25.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-30","10.07",,"0.00","0.0","0.0","65","84","48","  330","  330",,"36.0","52.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-05-31","14.32",,"0.00","0.0","0.0","69","92","50","  150","  140",,"31.1","40.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-01","9.17",,"0.00","0.0","0.0","76","92","54","   50","   50",,"25.9","33.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-02","9.17",,"0.00","0.0","0.0","65","79","44","   80","   60",,"18.1","33.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-03","6.71",,"0.00","0.0","0.0","64","79","48","  310","  310",,"15.0","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-04","9.17",,"0.00","0.0","0.0","72","93","57","   10","  350",,"25.1","32.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-05","9.40",,"0.00","0.0","0.0","79","95","60","  240","  230",,"40.0","53.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-06","10.51",,"0.00","0.0","0.0","78","95","61","  250","  250",,"36.9","50.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-07","16.78",,"0.00","0.0","0.0","76","92","58","  180","  180",,"33.1","42.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-08","10.29",,"0.00","0.0","0.0","78","96","57","   50","   50",,"23.0","29.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-09","9.84",,"0.00","0.0","0.0","75","95","61","  110","  110",,"21.0","29.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-10","10.74",,"0.00","0.0","0.0","79","97","61","  350","  350",,"21.9","28.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-11","10.74",,"0.00","0.0","0.0","72","82","51","  100","  190",,"19.9","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-12","9.62",,"0.00","0.0","0.0","69","87","56","  130","  130",,"28.0","35.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-13","10.96",,"0.00","0.0","0.0","76","94","57","  160","  170",,"31.1","42.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-14","13.42",,"0.00","0.0","0.0","82","97","66","  280","  310",,"25.9","38.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-15","9.84",,"0.01","0.0","0.0","78","95","61","  110","  120",,"25.1","33.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-16","8.50",,"0.02","0.0","0.0","74","87","58","  210","  210",,"31.1","40.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-17","10.51",,"0.25","0.0","0.0","67","77","56","  360","  350",,"23.0","31.1","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-18","10.51",,"0.02","0.0","0.0","62","82","54","  310","  340",,"28.0","34.0","    1","    1","    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-19","14.32",,"0.00","0.0","0.0","67","79","55","   40","   40",,"32.0","40.0","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-20","9.62",,"0.00","0.0","0.0","63","78","51","   50","   50",,"18.1","25.9","    1",,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-21","8.50",,"0.00","0.0","0.0","67","86","50","   40","   40",,"21.0","28.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-22","10.51",,"0.00","0.0","0.0","72","90","55","  200","  200",,"33.1","45.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-23","9.40",,"0.00","0.0","0.0","71","89","51","   20","   20",,"32.0","40.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-24","7.83",,"0.13","0.0","0.0","63","70","51","  360","  360",,"30.0","38.9","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-25","7.83",,"0.00","0.0","0.0","63","83","48","  160","  170",,"15.0","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-26","9.62",,"0.00","0.0","0.0","75","97","56","  190","  190",,"23.0","30.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-27","11.18",,"0.00","0.0","0.0","83","101","64","  160","  160",,"33.1","57.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-28","12.30",,"0.00","0.0","0.0","85","105","63","  240","  230",,"32.0","55.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-29","15.21",,"0.00","0.0","0.0","85","97","66","  360","  360",,"38.0","55.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-06-30","13.20",,"0.00","0.0","0.0","70","76","51","   10","   10",,"35.1","44.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-01","7.38",,"0.00","0.0","0.0","65","90","47","  160","  160",,"21.0","25.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-02","10.51",,"0.02","0.0","0.0","78","95","56","  140","  150",,"47.0","64.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-03","9.17",,"0.00","0.0","0.0","80","99","57","  300","  290",,"29.1","38.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-04","10.29",,"0.00","0.0","0.0","76","93","58","  110","  110",,"31.1","38.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-05","16.11",,"0.00","0.0","0.0","74","87","62","  130","  130",,"36.9","48.1",,,"    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-06","11.18",,"0.00","0.0","0.0","73","92","60","  160","  160",,"21.9","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-07","10.29",,"0.00","0.0","0.0","81","98","62","  110","  130",,"19.9","28.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-08","10.74",,"0.00","0.0","0.0","82","98","67","  110","  120",,"31.1","40.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-09","11.63",,"0.00","0.0","0.0","80","95","63","  160","  160",,"23.0","32.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-10","12.75",,"0.00","0.0","0.0","82","98","64","  160","  130",,"23.0","34.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-11","10.07",,"0.00","0.0","0.0","80","96","60","  170","  170",,"23.9","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-12","11.63",,"0.00","0.0","0.0","77","88","62","  330","  320",,"36.9","46.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-13","8.28",,"0.00","0.0","0.0","73","90","61","   60","  100",,"17.0","23.9",,,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-14","10.74",,"0.00","0.0","0.0","80","97","64","  140","  120",,"29.1","38.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-15","11.41",,"0.21","0.0","0.0","74","75","59","  350","  340",,"28.0","36.9","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-16","6.49",,"0.07","0.0","0.0","68","91","59","   20","   20",,"33.1","44.1","    1","    1","    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-17","10.07",,"0.00","0.0","0.0","72","88","60","  170","  170",,"25.1","32.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-18","9.84",,"0.00","0.0","0.0","76","95","63","  200","  200",,"23.9","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-19","8.50",,"0.00","0.0","0.0","81","98","64","  170","  110",,"14.1","18.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-20","9.40",,"0.00","0.0","0.0","81","97","66","   50","   70",,"21.9","30.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-21","8.05",,"0.00","0.0","0.0","82","97","68","  260","  280",,"31.1","40.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-22","11.86",,"0.00","0.0","0.0","81","95","65","   20","   30",,"29.1","38.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-23","8.95",,"0.43","0.0","0.0","72","78","63","  100","   80",,"23.9","31.1","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-24","9.62",,"0.13","0.0","0.0","71","90","63","  200","  210",,"29.1","38.0","    1",,"    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-25","11.41",,"0.08","0.0","0.0","72","80","60","   20","   20",,"30.0","40.0","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-26","9.40",,"0.08","0.0","0.0","67","83","58","   90","   10",,"31.1","46.1","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-27","11.63",,"0.00","0.0","0.0","69","85","58","   20","   20",,"33.1","44.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-28","8.50",,"0.01","0.0","0.0","64","79","56","  350","  360",,"23.0","32.0","    1","    1","    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-29","8.05",,"0.00","0.0","0.0","65","84","56","   40","   40",,"38.0","49.0","    1","    1","    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-30","9.62",,"0.00","0.0","0.0","66","79","55","   10","   20",,"19.9","25.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-07-31","9.62",,"0.00","0.0","0.0","68","87","54","   30","   40",,"19.9","27.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-01","7.83",,"0.00","0.0","0.0","72","85","60","   50","   40",,"25.1","30.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-02","8.95",,"0.00","0.0","0.0","74","93","56","  220","  210",,"23.0","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-03","10.96",,"0.09","0.0","0.0","76","84","64","  300","  290",,"31.1","38.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-04","12.30",,"0.00","0.0","0.0","76","95","62","  220","  210",,"40.0","55.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-05","9.62",,"0.00","0.0","0.0","76","88","63","  140","  150",,"25.9","33.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-06","9.62",,"0.31","0.0","0.0","70","84","58","   60","   50",,"30.0","38.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-07","10.51",,"0.06","0.0","0.0","69","88","56","   50","   50",,"35.1","42.9",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-08","10.29",,"0.00","0.0","0.0","69","83","57","  150","  140",,"25.1","33.1",,,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-09","8.50",,"0.00","0.0","0.0","72","88","56","   70","   70",,"19.9","23.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-10","10.51",,"0.00","0.0","0.0","75","88","62","  180","  180",,"18.1","25.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-11","12.53",,"0.00","0.0","0.0","76","92","59","  170","  160",,"23.0","33.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-12","15.88",,"0.00","0.0","0.0","76","90","61","  120","  120",,"25.1","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-13","8.50",,"0.00","0.0","0.0","71","89","53","  170","  170",,"21.0","28.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-14","11.41",,"0.38","0.0","0.0","70","84","58","   40","   30",,"40.0","53.0","    1","    1","    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-15","10.74",,"0.00","0.0","0.0","71","88","62","  180","  170",,"25.1","35.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-16","6.49",,"0.00","0.0","0.0","72","89","59","  170","  170",,"16.1","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-17","12.75",,"0.00","0.0","0.0","74","89","63","  170","  170",,"30.0","38.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-18","10.51",,"0.07","0.0","0.0","69","79","57","  300","   70",,"21.9","29.1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-19","11.18",,"0.01","0.0","0.0","62","72","51","   10","   20",,"32.0","42.1",,,"    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-20","7.61",,"0.00","0.0","0.0","60","76","46","  160","  140",,"21.9","33.1","    1",,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-21","10.29",,"0.00","0.0","0.0","63","80","53","  310","  310",,"25.1","31.1",,,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-22","8.50",,"0.00","0.0","0.0","64","81","56","  210","  210",,"29.1","36.9","    1","    1",,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-23","14.32",,"0.00","0.0","0.0","74","89","58","  310","  300",,"28.0","36.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-24","8.28",,"0.00","0.0","0.0","76","90","61","  100","  190",,"15.0","25.1",,,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-25","8.95",,"0.00","0.0","0.0","77","92","61","  170","  170",,"28.0","33.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-26","14.32",,"0.01","0.0","0.0","77","94","60","  160","  190",,"32.0","42.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-27","12.30",,"0.00","0.0","0.0","78","93","62","  280","  270",,"40.9","59.9",,,,,,,"    1","    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-28","9.40",,"0.00","0.0","0.0","67","75","50","  150","   60",,"17.0","25.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-29","10.07",,"0.00","0.0","0.0","67","91","54","  160","  160",,"23.9","33.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-30","7.83",,"0.00","0.0","0.0","75","92","60","   80","  210",,"17.0","23.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-08-31","9.40",,"0.00","0.0","0.0","76","90","61","  170","  210",,"35.1","53.9",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-01","7.61",,"0.00","0.0","0.0","70","88","53","  140","  150",,"16.1","19.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-02","8.05",,"0.00","0.0","0.0","68","82","57","   30","   20",,"21.9","28.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-03","7.61",,"0.00","0.0","0.0","69","82","58","  110","  130",,"17.0","23.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-04","8.72",,"0.00","0.0","0.0","69","83","56","   30","   10",,"17.0","23.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-05","10.29",,"0.07","0.0","0.0","64","70","54","  100","  100",,"23.0","29.1","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-06","8.50",,"0.00","0.0","0.0","62","78","51","   10","   20",,"29.1","36.9","    1","    1","    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-07","7.38",,"0.01","0.0","0.0","61","75","52","  170","   60",,"13.0","19.9","    1","    1",,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-08","9.40",,"0.00","0.0","0.0","65","86","52","  250","  250",,"30.0","40.0",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-09","9.40",,"0.00","0.0","0.0","72","88","55","  360","   10",,"19.9","28.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-10","9.62",,"0.00","0.0","0.0","73","93","55","  190","  150",,"18.1","23.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-11","10.51",,"0.00","0.0","0.0","76","93","60","  290","  300",,"25.9","36.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-12","12.30",,"0.00","0.0","0.0","76","93","62","  200","  190",,"21.0","27.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-13","13.87",,"0.00","0.0","0.0","79","96","64","  160","  140",,"23.0","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-14","10.51",,"0.00","0.0","0.0","76","92","60","  120","  130",,"23.0","30.0",,,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-15","13.65",,"0.00","0.0","0.0","74","94","58","  150","  150",,"28.0","36.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-16","10.51",,"0.00","0.0","0.0","77","93","60","  120","  120",,"21.0","27.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-17","6.71",,"0.00","0.0","0.0","77","92","64","   30","  160",,"23.0","32.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-18","9.84",,"0.00","0.0","0.0","75","91","59","   90","  130",,"21.9","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-19","10.29",,"0.08","0.0","0.0","75","84","59","  270","  270",,"36.9","49.0","    1",,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-20","9.40",,"0.01","0.0","0.0","66","84","52","  320","  320",,"25.9","35.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-21","14.99",,"0.00","0.0","0.0","61","79","44","  190","  190",,"29.1","36.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-22","8.95",,"0.00","0.0","0.0","67","86","49","  190","  200",,"19.9","29.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-23","9.40",,"0.00","0.0","0.0","70","88","56","  270","  260",,"15.0","19.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-24","12.53",,"0.01","0.0","0.0","67","80","54","  270","  270",,"33.1","38.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-25","9.17",,"0.00","0.0","0.0","56","64","36","   10","  360",,"33.1","42.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-26","7.16",,"0.00","0.0","0.0","53","73","42","  210","  210",,"15.0","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-27","8.72",,"0.00","0.0","0.0","62","80","49","   20","  330",,"21.9","27.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-28","10.51",,"0.00","0.0","0.0","50","50","37","   80","   70",,"21.9","27.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-29","9.40",,"0.00","0.0","0.0","54","84","36","  340","   50",,"21.9","30.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-09-30","6.93",,"0.00","0.0","0.0","53","61","40","   40","   40",,"16.1","21.0","    1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-01","4.92",,"0.00","0.0","0.0","50","71","43","  330","  130",,"14.1","19.9","    1","    1",,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-02","8.05",,"0.00","0.0","0.0","63","81","52","  200","  190",,"21.0","25.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-03","15.43",,"0.00","0.0","0.0","71","86","47","   40","   50",,"33.1","42.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-04","10.96",,"0.00","0.0","0.0","57","68","47","  330","  320",,"33.1","42.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-05","11.86",,"0.08","0.0","0.0","55","75","37","   40","   40",,"36.0","44.1","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-06","12.97",,"0.16","0.5","0.0","44","61","33","  140","  150",,"28.0","35.1","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-07","8.95",,"0.31","0.0","0.0","44","47","38","   30","   30",,"16.1","21.0","    1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-08","8.28",,"0.07","0.0","0.0","40","40","36","   30","   50",,"14.1","19.9","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-09","8.28",,"0.03","0.0","0.0","36","38","34","   40","   50",,"15.0","18.1","    1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-10","8.72",,"0.00","0.0","0.0","34","37","31","   80","   80",,"16.1","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-11","5.59",,"0.01","0.0","0.0","38","48","34","  330","  330",,"15.0","18.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-12","7.83",,"0.00","0.0","0.0","44","64","32","  170","  200",,"15.0","19.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-13","14.32",,"0.02","0.0","0.0","51","63","26","   20","   20",,"31.1","40.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-14","9.62",,"0.09","2.7","1.2","28","27","20","  360","  360",,"23.0","30.0","    1",,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-15","8.05",,"0.00","0.0","0.0","28","48","18","  210","  210",,"15.0","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-16","7.61",,"0.00","0.0","0.0","40","56","29","  210","  230",,"16.1","19.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-17","16.33",,"0.00","0.0","0.0","47","61","36","  180","  180",,"30.0","40.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-18","13.87",,"0.00","0.0","0.0","52","69","40","  300","  300",,"25.9","34.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-19","9.40",,"0.00","0.0","0.0","55","67","40","   10","   10",,"21.9","31.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-20","9.84",,"0.00","0.0","0.0","52","70","38","  180","  190",,"17.0","23.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-21","7.38",,"0.00","0.0","0.0","55","74","41","  250","  240",,"14.1","19.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-22","11.18",,"0.00","0.0","0.0","58","74","44","   90","   70",,"21.9","29.1",,,,,,,,,,
